State,Year,Law Passed,Law Link,Law Description,my_label,Reasoning,model_label,pro_immigration_score,top_trigger_words
Illinois,2026,SB3131 - TRUST ACT-NONCITIZEN DETAINEE,https://legiscan.com/IL/bill/SB3131/2025,Amends the Illinois TRUST Act. Provides that certain limitations under the Act regarding actions that may be taken by law enforcement agencies and officials do not apply with respect to an individual who is not a citizen of the United States and who has been charged or convicted of a criminal offense under Illinois law. Directs a law enforcement agency or official to immediately notify an immigration agent whenever it has in its custody such an individual. Effective immediately.,,,Pro-Immigration,0.5285,"illinois, enforcement, agency, official, individual"
California,2026,ACR81 - Border Patrol Agent Daniel H. Salazar Memorial Highway.,https://legiscan.com/CA/bill/ACR81/2025,Relative to the Border Patrol Agent Daniel H. Salazar Memorial Highway.,,,Pro-Immigration,0.5116,agent
California,2026,AB1655 - CalWORKs: temporary absence: immigration detention.,https://legiscan.com/CA/bill/AB1655/2025,"An act to amend Section 11269 of the Welfare and Institutions Code, relating to CalWORKs.",,,Anti-Immigration,0.4927,"section, act, relating"
California,2025,SB436 - Unlawful detainer: notice to terminate tenancy.,https://legiscan.com/CA/bill/SB436/2025,"An act to amend Sections 791 and 1942.4 of the Civil Code, and to amend Sections 1161 and 1161.5 of the Code of Civil Procedure, relating to civil actions.",,,Pro-Immigration,0.5041,"code, sections"
California,2026,AB1300 - State and local government: data protection and privacy: immigration.,https://legiscan.com/CA/bill/AB1300/2025,"An act to add Chapter 17.26 (commencing with Section 7284.3) to Division 7 of Title 1 of the Government Code, relating to privacy.",,,Anti-Immigration,0.4882,"chapter, section, title, act, relating"
California,2026,AB2669 - Pleas: immigration.,https://legiscan.com/CA/bill/AB2669/2025,"An act to amend Section 1016.3 of the Penal Code, relating to immigration.",,,Anti-Immigration,0.4991,"section, act, relating"
California,2026,SB1194 - Immigration Legal Fellowship Project.,https://legiscan.com/CA/bill/SB1194/2025,"An act to add Section 13309 to the Welfare and Institutions Code, relating to immigration services.",,,Pro-Immigration,0.5037,"immigration, code, services"
California,2026,SB1399 - Locked detention facilities: civil immigration: reviews.,https://legiscan.com/CA/bill/SB1399/2025,"An act to amend Section 12532 of the Government Code, relating to state government.",,,Anti-Immigration,0.4981,"section, act, state, relating"
California,2026,AB2624 - Privacy for immigration support services providers.,https://legiscan.com/CA/bill/AB2624/2025,"An act to add Chapter 3.26 (commencing with Section 6218.10) to Division 7 of Title 1 of the Government Code, relating to privacy.",,,Anti-Immigration,0.4908,"chapter, section, title, act, relating"
California,2026,AB85 - Law enforcement: cooperation with immigration authorities.,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201920200AB85,Law enforcement: cooperation with immigration authorities.,,,Pro-Immigration,0.5197,"enforcement, cooperation, immigration, law enforcement"
California,2026,ACR164 - Relative to a Mexican Consulate in the County of Kern.,https://legiscan.com/CA/text/ACR164/id/3402474,Relative to a Mexican Consulate in the County of Kern.,,,Anti-Immigration,0.4967,county
Illinois,2026,SB1995 - INFO PROTECTION-IMMIGRATION,https://ilga.gov/Legislation/BillStatus/FullText?GAID=18&DocNum=1995&DocTypeID=SB&LegId=161396&SessionID=114,Info protection immigration.,,,Pro-Immigration,0.5235,immigration
Illinois,2026,HB4961 - IMDMA-RELOCATION-IMMIGRATION,https://www.ilga.gov/Legislation/BillStatus?GAID=18&DocNum=4961&DocTypeID=HB&LegId=166316&SessionID=114&Print=1,IMDMA relocation immigration.,,,Pro-Immigration,0.5235,immigration
Illinois,2026,SB2897 - INFO PROTECTION-IMMIGRATION,https://legiscan.com/IL/text/SB2897/2025,Info protection immigration.,,,Pro-Immigration,0.5235,immigration
Illinois,2025,HB4102 - REPEAL ILLINOIS TRUST ACT,https://ilga.gov/Legislation/BillStatus/FullText?GAID=18&DocNum=4102&DocTypeID=HB&LegId=164056&SessionID=114,Repeal Illinois Trust Act.,,,Pro-Immigration,0.5238,illinois
Illinois,2025,HB1217 - REPEAL ILLINOIS TRUST ACT,https://www.ilga.gov/documents/legislation/104/HB/PDF/10400HB1217.pdf,Repeal Illinois Trust Act.,,,Pro-Immigration,0.5238,illinois
Arizona,2026,SB1660 - Attorney general; policies; immigration.,https://legiscan.com/AZ/text/SB1660/id/3343913,Attorney general; policies; immigration.,,,Anti-Immigration,0.4913,"attorney general, attorney, general"
Arizona,2026,HB2881 - Attorney general; policies; immigration.,https://legiscan.com/AZ/text/HB2881/id/3320730,Attorney general; policies; immigration.,,,Anti-Immigration,0.4913,"attorney general, attorney, general"
Arizona,2026,SB1342 - Immigration; government agencies; prohibited acts.,https://legiscan.com/AZ/text/SB1342/id/3328429,Immigration; government agencies; prohibited acts.,,,Pro-Immigration,0.5172,"agencies, immigration, government"
Arizona,2026,HB4111 - Immigration; customs officers; body cameras.,https://legiscan.com/AZ/text/HB4111/id/3353476,Immigration; customs officers; body cameras.,,,Pro-Immigration,0.5121,"body, immigration, customs"
Arizona,2026,SB1474 - Immigration laws; local enforcement; training.,https://legiscan.com/AZ/text/SB1474/2026,Immigration laws; local enforcement; training.,,,Pro-Immigration,0.523,"local, enforcement, immigration, training"
Arizona,2009,HB2280 - illegal aliens; trespassing; enforcement,https://apps.azleg.gov/BillStatus/BillOverview/25745,HB2280: illegal aliens; trespassing; enforcement. Originally titled: state budget; revenues; expenditures; report. Failed in House on Final Passage.,,,Pro-Immigration,0.5007,report
Arizona,2009,HB2331 - federal immigration law; enforcement,https://apps.azleg.gov/BillStatus/BillOverview/25796,HB2331: federal immigration law; enforcement. Held in Senate.,,,Pro-Immigration,0.5225,"enforcement, immigration, federal, law enforcement"
Arizona,2009,HB2496 - unauthorized aliens; licensing.,https://apps.azleg.gov/BillStatus/BillOverview/25961,HB2496: unauthorized aliens; licensing.. Held in Committees.,,,Pro-Immigration,0.5081,
Arizona,2009,SB1159 - trespassing; illegal aliens,https://apps.azleg.gov/BillStatus/BillOverview/26327,SB1159: trespassing; illegal aliens. Held in Committees.,,,Pro-Immigration,0.5081,
Arizona,2009,SB1175 - performance of abortion; non-physician; prohibition,https://apps.azleg.gov/BillStatus/BillOverview/26343,SB1175: performance of abortion; non-physician; prohibition. Originally titled: illegal aliens; enforcement; trespassing..,,,Pro-Immigration,0.5277,enforcement
Arizona,2009,SB1177 - unauthorized aliens; employment; application; transporting,https://apps.azleg.gov/BillStatus/BillOverview/26345,SB1177: unauthorized aliens; employment; application; transporting. Held in Committees.,,,Pro-Immigration,0.5105,employment
